央卫频道,#genre#
CCTV-1,http://61.184.46.85:9901/tsfile/live/0001_1.m3u8$61184
CCTV-2,http://61.184.46.85:9901/tsfile/live/0002_1.m3u8$61184
CCTV-3,http://61.184.46.85:9901/tsfile/live/0003_1.m3u8$61184
CCTV-4,http://61.184.46.85:9901/tsfile/live/0004_1.m3u8$61184
CCTV-5,http://61.184.46.85:9901/tsfile/live/0005_1.m3u8$61184
CCTV-5+,http://61.184.46.85:9901/tsfile/live/0015_1.m3u8$61184
CCTV-6,http://61.184.46.85:9901/tsfile/live/0006_1.m3u8$61184
CCTV-7,http://61.184.46.85:9901/tsfile/live/0007_1.m3u8$61184
CCTV-8,http://61.184.46.85:9901/tsfile/live/0008_1.m3u8$61184
CCTV-9,http://61.184.46.85:9901/tsfile/live/0009_1.m3u8$61184
CCTV-10,http://61.184.46.85:9901/tsfile/live/0010_1.m3u8$61184
CCTV-11,http://61.184.46.85:9901/tsfile/live/0011_1.m3u8$61184
CCTV-12,http://61.184.46.85:9901/tsfile/live/0012_1.m3u8$61184
CCTV-13,http://61.184.46.85:9901/tsfile/live/0013_1.m3u8$61184
CCTV-14,http://61.184.46.85:9901/tsfile/live/0014_1.m3u8$61184
CCTV-15,http://61.184.46.85:9901/tsfile/live/0015_1.m3u8$61184
安徽卫视,http://61.184.46.85:9901/tsfile/live/1006_1.m3u8$61184
北京卫视,http://61.184.46.85:9901/tsfile/live/1010_1.m3u8$61184
东南卫视,http://61.184.46.85:9901/tsfile/live/1019_1.m3u8$61184
广东卫视,http://61.184.46.85:9901/tsfile/live/1003_1.m3u8$61184
海南卫视,http://61.184.46.85:9901/tsfile/live/1018_1.m3u8$61184
河北卫视,http://61.184.46.85:9901/tsfile/live/1013_1.m3u8$61184
河南卫视,http://61.184.46.85:9901/tsfile/live/1012_1.m3u8$61184
黑龙江卫视,http://61.184.46.85:9901/tsfile/live/1014_1.m3u8$61184
湖北卫视,http://61.184.46.85:9901/tsfile/live/0018_1.m3u8$61184
湖南卫视,http://61.184.46.85:9901/tsfile/live/1002_1.m3u8$61184
江苏卫视,http://61.184.46.85:9901/tsfile/live/1005_1.m3u8$61184
辽宁卫视,http://61.184.46.85:9901/tsfile/live/1017_1.m3u8$61184
山东卫视,http://61.184.46.85:9901/tsfile/live/1009_1.m3u8$61184
上海卫视,http://61.184.46.85:9901/tsfile/live/1008_1.m3u8$61184
深圳卫视,http://61.184.46.85:9901/tsfile/live/1004_1.m3u8$61184
四川卫视,http://61.184.46.85:9901/tsfile/live/1016_1.m3u8$61184
天津卫视,http://61.184.46.85:9901/tsfile/live/1011_1.m3u8$61184
浙江卫视,http://61.184.46.85:9901/tsfile/live/1007_1.m3u8$61184
重庆卫视,http://61.184.46.85:9901/tsfile/live/1015_1.m3u8$61184

CCTV-1,http://36.36.200.198:44330/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$3636
CCTV-2,http://36.36.200.198:44330/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$3636
CCTV-3,http://36.36.200.198:44330/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$3636
CCTV-4,http://36.36.200.198:44330/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$3636
CCTV-5,http://36.36.200.198:44330/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$3636
CCTV-6,http://36.36.200.198:44330/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$3636
CCTV-7,http://36.36.200.198:44330/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0$3636
CCTV-8,http://36.36.200.198:44330/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0$3636
CCTV-9,http://36.36.200.198:44330/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0$3636
CCTV-10,http://36.36.200.198:44330/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$3636
CCTV-11,http://36.36.200.198:44330/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$3636
CCTV-12,http://36.36.200.198:44330/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$3636
CCTV-13,http://36.36.200.198:44330/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$3636
CCTV-14,http://36.36.200.198:44330/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$3636
CCTV-15,http://36.36.200.198:44330/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0$3636
CCTV-5+,http://36.36.200.198:44330/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$3636
安徽卫视,http://36.36.200.198:44330/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0$3636
北京卫视,http://36.36.200.198:44330/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0$3636
大湾区卫视,http://36.36.200.198:44330/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0$3636
河南卫视,http://36.36.200.198:44330/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0$3636
黑龙江卫视,http://36.36.200.198:44330/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0$3636
湖北卫视,http://36.36.200.198:44330/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0$3636
湖南卫视,http://36.36.200.198:44330/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0$3636
吉林卫视,http://36.36.200.198:44330/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0$3636
江苏卫视,http://36.36.200.198:44330/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0$3636
江西卫视,http://36.36.200.198:44330/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0$3636
辽宁卫视,http://36.36.200.198:44330/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0$3636
山东卫视,http://36.36.200.198:44330/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0$3636
山西卫视,http://36.36.200.198:44330/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0$3636
陕西卫视,http://36.36.200.198:44330/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0$3636
上海卫视,http://36.36.200.198:44330/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0$3636
深圳卫视,http://36.36.200.198:44330/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0$3636
四川卫视,http://36.36.200.198:44330/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0$3636
天津卫视,http://36.36.200.198:44330/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0$3636
浙江卫视,http://36.36.200.198:44330/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0$3636
重庆卫视,http://36.36.200.198:44330/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0$3636

CCTV-1,webview://https://yangshipin.cn/tv/home?pid=600001859$央视频
CCTV-2,webview://https://yangshipin.cn/tv/home?pid=600001800$央视频
CCTV-4,webview://https://yangshipin.cn/tv/home?pid=600001814$央视频
CCTV-5,webview://https://yangshipin.cn/tv/home?pid=600001818$央视频
CCTV-6,webview://https://yangshipin.cn/tv/home?pid=600108442$央视频
CCTV-7,webview://https://yangshipin.cn/tv/home?pid=600004092$央视频
CCTV-8,webview://https://yangshipin.cn/tv/home?pid=600001803$央视频
CCTV-9,webview://https://yangshipin.cn/tv/home?pid=600004078$央视频
CCTV-10,webview://https://yangshipin.cn/tv/home?pid=600001805$央视频
CCTV-11,webview://https://yangshipin.cn/tv/home?pid=600001806$央视频
CCTV-12,webview://https://yangshipin.cn/tv/home?pid=600001807$央视频
CCTV-13,webview://https://yangshipin.cn/tv/home?pid=600001811$央视频
CCTV-14,webview://https://yangshipin.cn/tv/home?pid=600001809$央视频
CCTV-15,webview://https://yangshipin.cn/tv/home?pid=600001815$央视频
CCTV-16,webview://https://yangshipin.cn/tv/home?pid=600098637$央视频
CCTV-17,webview://https://yangshipin.cn/tv/home?pid=600001810$央视频
CCTV-5+,webview://https://yangshipin.cn/tv/home?pid=600001817$央视频
安徽卫视,webview://https://yangshipin.cn/tv/home?pid=600002532$央视频
北京卫视,webview://https://yangshipin.cn/tv/home?pid=600002309$央视频
东方卫视,webview://https://yangshipin.cn/tv/home?pid=600002483$央视频
东南卫视,webview://https://yangshipin.cn/tv/home?pid=600002484$央视频
甘肃卫视,webview://https://yangshipin.cn/tv/home?pid=600190408$央视频
广东卫视,webview://https://yangshipin.cn/tv/home?pid=600002485$央视频
广西卫视,webview://https://yangshipin.cn/tv/home?pid=600002509$央视频
贵州卫视,webview://https://yangshipin.cn/tv/home?pid=600002490$央视频
海南卫视,webview://https://yangshipin.cn/tv/home?pid=600002506$央视频
河北卫视,webview://https://yangshipin.cn/tv/home?pid=600002493$央视频
河南卫视,webview://https://yangshipin.cn/tv/home?pid=600002525$央视频
黑龙江卫视,webview://https://yangshipin.cn/tv/home?pid=600002498$央视频
湖北卫视,webview://https://yangshipin.cn/tv/home?pid=600002508$央视频
湖南卫视,webview://https://yangshipin.cn/tv/home?pid=600002475$央视频
吉林卫视,webview://https://yangshipin.cn/tv/home?pid=600190405$央视频
江苏卫视,webview://https://yangshipin.cn/tv/home?pid=600002521$央视频
江西卫视,webview://https://yangshipin.cn/tv/home?pid=600002503$央视频
辽宁卫视,webview://https://yangshipin.cn/tv/home?pid=600002505$央视频
内蒙古卫视,webview://https://yangshipin.cn/tv/home?pid=600190401$央视频
宁夏卫视,webview://https://yangshipin.cn/tv/home?pid=600190737$央视频
青海卫视,webview://https://yangshipin.cn/tv/home?pid=600190406$央视频
山东卫视,webview://https://yangshipin.cn/tv/home?pid=600002513$央视频
山西卫视,webview://https://yangshipin.cn/tv/home?pid=600190407$央视频
陕西卫视,webview://https://yangshipin.cn/tv/home?pid=600190400$央视频
深圳卫视,webview://https://yangshipin.cn/tv/home?pid=600002481$央视频
四川卫视,webview://https://yangshipin.cn/tv/home?pid=600002516$央视频
天津卫视,webview://https://yangshipin.cn/tv/home?pid=600152137$央视频
西藏卫视,webview://https://yangshipin.cn/tv/home?pid=600190403$央视频
云南卫视,webview://https://yangshipin.cn/tv/home?pid=600190402$央视频
浙江卫视,webview://https://yangshipin.cn/tv/home?pid=600002520$央视频
重庆卫视,webview://https://yangshipin.cn/tv/home?pid=600002531$央视频

CCTV-1,webview://https://tv.cctv.com/live/cctv1/$央视网
CCTV-2,webview://https://tv.cctv.com/live/cctv2/$央视网
CCTV-3,webview://https://tv.cctv.com/live/cctv3/$央视网
CCTV-4,webview://https://tv.cctv.com/live/cctv4/$央视网
CCTV-5,webview://https://tv.cctv.com/live/cctv5/$央视网
CCTV-6,webview://https://tv.cctv.com/live/cctv6/$央视网
CCTV-7,webview://https://tv.cctv.com/live/cctv7/$央视网
CCTV-8,webview://https://tv.cctv.com/live/cctv8/$央视网
CCTV-9,webview://https://tv.cctv.com/live/cctvjilu/$央视网
CCTV-10,webview://https://tv.cctv.com/live/cctv10/$央视网
CCTV-11,webview://https://tv.cctv.com/live/cctv11/$央视网
CCTV-12,webview://https://tv.cctv.com/live/cctv12/$央视网
CCTV-13,webview://https://tv.cctv.com/live/cctv13/$央视网
CCTV-14,webview://https://tv.cctv.com/live/cctv14/$央视网
CCTV-15,webview://https://tv.cctv.com/live/cctv15/$央视网
CCTV-16,webview://https://tv.cctv.com/live/cctv16/$央视网
CCTV-17,webview://https://tv.cctv.com/live/cctv17/$央视网
CCTV-5+,webview://https://tv.cctv.com/live/cctv5plus/$央视网

港澳频道,#genre#

香港J2,https://ali.hlspull.yximgs.com/live/xaigjiaogetvbplus01.flv$ali
香港J2,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv$1080P
香港J2,http://php.jdshipin.com:8880/smt.php?id=j2_twn$php
香港J2,video://https://m.345iptv.com/?act=play&token=e5f7e7fb1cefdc7be15eabaccc80fcb6&tid=gt&id=8$345iptv
香港J2,video://https://m2.iptv807.com/?act=play&token=e5f7e7fb1cefdc7be15eabaccc80fcb6&tid=gt&id=8$iptv807
香港J2,p2p://142.54.189.229:7575/64df145e0003949404adb826220f65c7.ts$p2p
新澳,https://play3636.zdwafis.com/live/mosixmark.flv
新澳,https://play666.macau-lhc.live/live/mosixmark.flv
老澳,https://vdm6-hw.qunleniuniu.com/live/2032-2.flv
老澳,https://vdm6-ali.hrypl168.com/live/a6.flv
老澳,https://vdm6-ali.kavimmensucat.com/live/2032-2.flv
老澳,https://vdm6-ali.oujinghb.com/live/2032-2.flv

凤凰中文,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰中文台
凤凰资讯,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰资讯台
凤凰香港,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰香港台
凤凰中文,http://ali.hlspull.yximgs.com/live/e14bbe29079fd18a8e8b445ce7fcc3dd.flv
凤凰资讯,http://ali.hlspull.yximgs.com/live/8803fa3dbc8b9adb24010f8fb5c44e02.flv
凤凰香港,http://ali.hlspull.yximgs.com/live/7532e23fe1350d23bf72e13b95954253.flv
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw$php
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx$php
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk$php
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0$576p
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
翡翠台,http://cdn9.163189.xyz/smt1.1.php?id=jade_twn$cdn9

凤凰中文,video://https://m.345iptv.com/?act=play&token=69aeac00ee92b655c0fec881d5971f43&tid=gt&id=1$m345
凤凰资讯,video://https://m.345iptv.com/?act=play&token=be8e20acbf96cbaeedf4a05974da1004&tid=gt&id=2$m345
凤凰香港,video://https://m.345iptv.com/?act=play&token=301120f25939085c3313bad63d7c207d&tid=gt&id=3$m345

凤凰中文,http://203.205.191.53/qctv.fengshows.cn/live/0701pcc72.m3u8$203205
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.m3u8$203205
凤凰香港,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.m3u8$203205

凤凰中文,video://http://www.66zhibow.com/4/fhzw.html$66zhibow
凤凰资讯,video://http://www.66zhibow.com/4/fhzx.html$66zhibow
凤凰中文,http://36.36.200.198:44330/tsfile/live/1011_1.m3u8?key=txiptv&playlive=0&authid=0$3636
凤凰中文,http://218.104.239.114:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0$218104
凤凰资讯,http://218.104.239.114:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$218104

RTHK31,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk31
RTHK32,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk32
RTHK33,https://rthktv33-live.akamaized.net:443/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK34,https://rthktv34-live.akamaized.net:443/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK35,https://rthktv35-live.akamaized.net:443/hls/live/2101643/RTHKTV35/stream04/streamPlaylist.m3u8
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB娱乐新闻台,http://php.jdshipin.com/iptv.php?id=tvbylxw
TVB娱乐新闻台,http://php.jdshipin.com/smt.php?id=Tvbentertainment
TVB娱乐新闻台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbylxw
ViuTV,http://8hb85846je10.vicp.fun:8001/bysid/99
VIUTV,http://php.jdshipin.com:8880/smt.php?id=viu1_twn
VIUTV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
ViuTVsix,http://8hb85846je10.vicp.fun:8001/bysid/96
大爱,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱2,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
东森超视,rtmp://f13h.mine.nu/sat/tv331
翡翠台,http://198.16.100.186:8278/Wlt/playlist.m3u8?tid=MC9C7523788875237888&ct=19225&tsum=fc74aa160d3ca61369c2e5f3ae79ee8e
翡翠台,http://36.36.200.198:44330/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0$3636
翡翠台,http://8hb85846je10.vicp.fun:8001/bysid/1
翡翠台,http://php.jdshipin.com/smt.php?id=Tvbjade
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn$php
翡翠台,http://php.jdshipin.com:8880/smt.php?id=Wlt
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
翡翠台|,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali2
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
好消息,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
华视,http://198.16.100.186:8278/ctshd_twn/playlist.m3u8?tid=MC3C3582911835829118&ct=19249&tsum=f2c0c86801d43be647206c4ddb8e9ce6
华视,rtmp://f13h.mine.nu/sat/tv111
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
寰宇新闻,http://222.128.55.152:9080/live/hy.m3u8
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
民视,http://198.16.100.186:8278/ftvhd_taiwan/playlist.m3u8?tid=MC8C5908644059086440&ct=19249&tsum=c96d2cd48b11d40ca9e97fb3addb1384
民视,rtmp://f13h.mine.nu/sat/tv051
民视新闻,http://198.16.100.186:8278/ftvnew_taiwan/playlist.m3u8?tid=MA7A6968320369683203&ct=19249&tsum=e3b040434ed43f12a738964a100a0e59
明珠台,http://36.36.200.198:44330/tsfile/live/1009_1.m3u8?key=txiptv&playlive=0&authid=0$3636
明珠台,http://8hb85846je10.vicp.fun:5000/bysid/2
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
明珠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt
千禧经典台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
三立戏剧台,http://61.221.215.25:8800/hls/41/index.m3u8
台视,rtmp://f13h.mine.nu/sat/tv071
台视新闻,http://222.128.55.152:9080/live/ts.m3u8
天映经典,http://php.jdshipin.com/smt.php?id=Celestial2
天映频道,http://php.jdshipin.com/smt.php?id=Celestial
天映频道,http://php.jdshipin.com:8880/xsj.php?id=celestial
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
纬来体育,rtmp://f13h.mine.nu:1935/sat/tv721
无线新闻台,http://php.jdshipin.com:8880/smt.php?id=inews_twn
无线新闻台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=wxxwt
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
星空卫视,http://36.36.200.198:44330/tsfile/live/1012_1.m3u8?key=txiptv&playlive=0&authid=0$3636$3636
耀才财经台,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8$576
耀才财经台,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8$576
中视,http://198.16.100.186:8278/zhongshihd_twn/playlist.m3u8?tid=MBDB6720263767202637&ct=19249&tsum=edd778f298b53c39b3b9706700032605
中视,rtmp://f13h.mine.nu/sat/tv091
中天新闻,http://222.128.55.152:9080/live/fc.m3u8
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
中天综合,http://198.16.100.186:8278/ctizhonghe/playlist.m3u8?tid=MB6B3888954738889547&ct=19254&tsum=d0cb922e44e8a16bea598530697c581e
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd

无线新闻台,p2p://142.54.189.229:7575/64df13d8000a1ec304abae6b03b97a73.ts$p2p
翡翠台,p2p://142.54.189.229:7575/64df143900021cb404ad274066611259.ts$p2p
明珠台,p2p://142.54.189.229:7575/64df14020000dd2d04ac501a15c52a06.ts$p2p
凤凰资讯,p2p://142.54.189.229:7575/64df4dbc000cf286058dd1b77e200c8c.ts$p2p
TVBS新闻,p2p://142.54.189.229:7575/64df0c5d000a530d048e75f37b155008.ts$p2p
东森新闻,p2p://142.54.189.229:7575/64df0db3000d67790493aeaf65c56300.ts$p2p
年代新闻,p2p://142.54.189.229:7575/64df11830008ea4904a2921502394fe8.ts$p2p
台视,p2p://142.54.189.229:7575/64df1280000382f804a66cf66f723cd5.ts$p2p
非凡商业,p2p://142.54.189.229:7575/64df45be00022c98056e96c83cf40f33.ts$p2p
纬来综合,p2p://142.54.189.229:7575/64df43e300075980056758a83a2b540c.ts$p2p
八大第一台,p2p://142.54.189.229:7575/64df428e000c6d3f056225e83e547c64.ts$p2p
八大戏剧,p2p://142.54.189.229:7575/64df42c10009db1b0562ec745e7901e2.ts$p2p
八大综合,p2p://142.54.189.229:7575/64df42f20009ad300563abdc15e323c9.ts$p2p
纬来戏剧,p2p://142.54.189.229:7575/64df437200095ddd05659fbd043c428f.ts$p2p
纬来体育,p2p://142.54.189.229:7575/64df434b000e4fa8056508ad7eb544f1.ts$p2p
纬来育乐,p2p://142.54.189.229:7575/64df43ac00074b2b056681d0209227db.ts$p2p
BBC,p2p://142.54.189.229:7575/64df446d0008ef2005697425049e4588.ts$p2p
CNN,p2p://142.54.189.229:7575/64df44980009ee7c056a1c5c030731c7.ts$p2p
discovery,p2p://142.54.189.229:7575/64df5c0d000bf8fe05c5bde17ed0309e.ts$p2p
靖天卡通台,p2p://142.54.189.229:7575/64df5c370009277b05c661456c657811.ts$p2p
MOMO親子,p2p://142.54.189.229:7575/64df44f10007b01e056b776826a703aa.ts$p2p
东风卫视,p2p://142.54.189.229:7575/64df454c000c128a056cdc0835e81587.ts$p2p
亚洲旅游,p2p://142.54.189.229:7575/64df458d0000b197056dd70234661fa7.ts$p2p
三立都会,p2p://142.54.189.229:7575/64df11b100009de604a343a26d5e011f.ts$p2p
三立台湾,p2p://142.54.189.229:7575/64df120c000d1ba704a4aa47660f072a.ts$p2p
CINEMAX,p2p://142.54.189.229:7575/64df5bda0009868805c4f60d115c76bc.ts$p2p
AXN,p2p://142.54.189.229:7575/64df122d0005c00804a5294b00f52204.ts$p2p
HBO,p2p://142.54.189.229:7575/64df12580002b58d04a5d077677d6597.ts$p2p
HBO Signature,p2p://142.54.189.229:7575/64df46220007117705701eb010a05e11.ts$p2p
东森洋片,p2p://142.54.189.229:7575/64df13790003d2fa04aa39ae2da01a11.ts$p2p
东森电影,p2p://142.54.189.229:7575/64df13a000050e5604aad25477514fbe.ts$p2p
东森戏剧,p2p://142.54.189.229:7575/64df12c40004572504a776c51f557ae3.ts$p2p
华艺中文台,p2p://142.54.189.229:7575/64df12f700010de304a83d325efd0c7f.ts$p2p
纬来电影,p2p://142.54.189.229:7575/64df13210009342a04a8e3556bf668f8.ts$p2p
好莱坞电影,p2p://142.54.189.229:7575/64df134600097ad804a973ed5c03697a.ts$p2p
都市剧场,p2p://142.54.189.229:7575/64e0cecc0002f9900b6df5b72ec12ee7.ts$p2p
精彩影视,p2p://142.54.189.229:7575/64e0ce310005eaad0b6b98fa39b36cb2.ts$p2p

翡翠台,video://https://m.345iptv.com/?act=play&token=0414e51b425be184dc3efa0db53e6812&tid=gt&id=5$345iptv
无线新闻台,video://http://m.345iptv.com/?act=play&token=bc7918833f7de6b2829ad197ddc05e10&tid=gt&id=6$345iptv
明珠台,video://http://m.345iptv.com/?act=play&token=d2d94c55f2275567a1d154afbc09587b&tid=gt&id=9$345iptv
有线新闻,video://http://m.345iptv.com/?act=play&token=fa85074433ae45388bb96b382056e5df&tid=gt&id=11$345iptv
香港有线18台,video://http://m.345iptv.com/?act=play&token=7e64e5c5a112c8324ae213193890166f&tid=gt&id=12$345iptv
Now新闻,video://http://m.345iptv.com/?act=play&token=98a9d7e25ac4f93058f13f0144444fff&tid=gt&id=17$345iptv
ViuTV,video://http://m.345iptv.com/?act=play&token=c1a1576076dce043a6d844e9a5d1ce91&tid=gt&id=19$345iptv
ViuTV6,video://http://m.345iptv.com/?act=play&token=85e06c79c6d3f5978624277bb8f132e3&tid=gt&id=20$345iptv
HOY76,video://http://m.345iptv.com/?act=play&token=f8cf68faeb52bf8a195030c0a8bdfae7&tid=gt&id=22$345iptv
HOY78资讯台,video://http://m.345iptv.com/?act=play&token=08f54e8a4affdeb5b28c8b90b4ff7814&tid=gt&id=23$345iptv
HOY TV,video://http://m.345iptv.com/?act=play&token=77cb7757bc783bab93043667dc23d0f9&tid=gt&id=24$345iptv
港台电视32,video://http://m.345iptv.com/?act=play&token=a9e78c79004af6100be6762070cc882e&tid=gt&id=27$345iptv
中天新闻,video://http://m.345iptv.com/?act=play&token=c5099746050c41f288c9c50a5002539b&tid=gt&id=43$345iptv
东森新闻,video://http://m.345iptv.com/?act=play&token=8965fb967119ad09f0df8ec90b5df34b&tid=gt&id=44$345iptv
中视新闻,video://http://m.345iptv.com/?act=play&token=f433a3a8a177d0b012b4b337558191c2&tid=gt&id=46$345iptv
台视新闻,video://http://m.345iptv.com/?act=play&token=19416380214a699f16f2a2e6262563ec&tid=gt&id=47$345iptv
三立新闻,video://http://m.345iptv.com/?act=play&token=5306092da4db4bf69dc2cd81e05c1e2b&tid=gt&id=48$345iptv
民视新闻,video://http://m.345iptv.com/?act=play&token=989c7d8a750ff4bfda95fcae1708bbe7&tid=gt&id=50$345iptv
华视新闻,video://http://m.345iptv.com/?act=play&token=077cde05e45f43f87cc3c4c57a152e1e&tid=gt&id=51$345iptv
镜新闻,video://http://m.345iptv.com/?act=play&token=20a5079da56f52ac6332530b8ae045bc&tid=gt&id=52$345iptv
寰宇新闻,video://http://m.345iptv.com/?act=play&token=a5d87cec4adae0ff298fa844f43e8427&tid=gt&id=53$345iptv
TVBS HD,video://http://m.345iptv.com/?act=play&token=c11f175af8301f5765dee3d97de4cbc1&tid=gt&id=56$345iptv
中视,video://http://m.345iptv.com/?act=play&token=5ef10e1554d809f389a139596e22d6e4&tid=gt&id=60$345iptv
台视,video://http://m.345iptv.com/?act=play&token=3566a94ef8f056a92ba7d6bc3adae830&tid=gt&id=61$345iptv
民视,video://http://m.345iptv.com/?act=play&token=499b6a8677702cdead3d1acb4ee763f6&tid=gt&id=62$345iptv
华视,video://http://m.345iptv.com/?act=play&token=d835edf85041fa76c82e4e1f846bf67b&tid=gt&id=63$345iptv
爱尔达体育1台,video://http://m.345iptv.com/?act=play&token=e963b41721c7119719ec1b1c72e13757&tid=gt&id=79$345iptv
爱尔达体育2台,video://http://m.345iptv.com/?act=play&token=6f6551349ba8db18c4c9e4e64622e094&tid=gt&id=80$345iptv
爱尔达体育3台,video://http://m.345iptv.com/?act=play&token=2f49d64294c642a0bdb87271caa1929d&tid=gt&id=81$345iptv
爱尔达体育4台,video://http://m.345iptv.com/?act=play&token=2f49d64294c642a0bdb87271caa1929d&tid=gt&id=82$345iptv
大爱一台,video://http://m.345iptv.com/?act=play&token=ae9c099dcdc4fbe768981b01c1dbbf18&tid=gt&id=83$345iptv
大爱二台,video://http://m.345iptv.com/?act=play&token=cdad72cc1644294$345iptv

广东频道,#genre#

汕头综合,http://feng163.com:4022/udp/239.77.1.130:5146$广东汕头
汕头经济生活,http://feng163.com:4022/udp/239.77.1.131:5146$广东汕头
