音乐欣赏,#genre#
广西卫视,http://183.164.63.167:5000/rtp/238.1.78.70:6432
内蒙古卫视,http://183.164.63.167:5000/rtp/238.1.78.103:6696
宁夏卫视,http://183.164.63.167:5000/rtp/238.1.78.109:6744
新疆卫视,http://183.164.63.167:5000/rtp/238.1.78.110:6752
西藏卫视,http://183.164.63.167:5000/rtp/238.1.78.101:6680
深圳卫视,http://183.164.63.167:5000/rtp/238.1.78.156:7120
兵团卫视,http://183.164.63.167:5000/rtp/238.1.78.104:6704
三沙卫视,http://183.164.63.167:5000/rtp/238.1.78.27:6144
厦门卫视,http://183.164.63.167:5000/rtp/238.1.78.246:7840

三沙卫视,http://117.8.143.179:8834/udp/225.1.2.181:5002
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws
三沙卫视http://125.46.134.162:9999/rtp/225.1.4.234:1280
东方卫视,http://117.8.143.179:8834/udp/225.1.2.31:5002
云南卫视,http://117.8.143.179:8834/udp/225.1.1.61:5002
保定卫视,http://117.8.143.179:8834/udp/225.1.1.83:5002
兵团卫视,http://117.8.143.179:8834/udp/225.1.1.57:5002
内蒙古卫视,http://117.8.143.179:8834/udp/225.1.1.32:5002
北京卫视,http://117.8.143.179:8834/udp/225.1.1.113:5002
吉林卫视,http://117.8.143.179:8834/udp/225.1.2.26:5002
四川卫视,http://117.8.143.179:8834/udp/225.1.1.123:5002
宁夏卫视,http://117.8.143.179:8834/udp/225.1.1.56:5002
安徽卫视,http://117.8.143.179:8834/udp/225.1.1.127:5002
山东卫视,http://117.8.143.179:8834/udp/225.1.2.118:5002
山西卫视,http://117.8.143.179:8834/udp/225.1.1.50:5002
广东卫视,http://117.8.143.179:8834/udp/225.1.1.116:5002
广西卫视,http://117.8.143.179:8834/udp/225.1.2.81:5002
新疆卫视,http://117.8.143.179:8834/udp/225.1.1.35:5002
江苏卫视,http://117.8.143.179:8834/udp/225.1.1.126:5002
江西卫视,http://117.8.143.179:8834/udp/225.1.2.29:5002
河东卫视,http://117.8.143.179:8834/udp/225.1.2.2:5002
河北卫视,http://117.8.143.179:8834/udp/225.1.2.27:5002
河西卫视,http://117.8.143.179:8834/udp/225.1.2.4:5002
浙江卫视,http://117.8.143.179:8834/udp/225.1.1.112:5002
海南卫视,http://117.8.143.179:8834/udp/225.1.2.82:5002
海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws
深圳卫视,http://117.8.143.179:8834/udp/225.1.1.117:5002
湖北卫视,http://117.8.143.179:8834/udp/225.1.1.147:5002
湖南卫视,http://117.8.143.179:8834/udp/225.1.1.114:5002
甘肃卫视,http://117.8.143.179:8834/udp/225.1.1.30:5002
蓟州卫视,http://117.8.143.179:8834/udp/225.1.1.82:5002
西藏卫视,http://117.8.143.179:8834/udp/225.1.1.51:5002
贵州卫视,http://117.8.143.179:8834/udp/225.1.2.28:5002
辽宁卫视,http://117.8.143.179:8834/udp/225.1.1.154:5002
重庆卫视,http://117.8.143.179:8834/udp/225.1.1.155:5002
陕西卫视,http://117.8.143.179:8834/udp/225.1.1.41:5002
青海卫视,http://117.8.143.179:8834/udp/225.1.1.54:5002
静海卫视,http://117.8.143.179:8834/udp/225.1.1.110:5002
黑龙江卫视,http://117.8.143.179:8834/udp/225.1.1.115:5002

湖南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=湖南卫视
浙江卫视,http://qwt.zhibotv.top:2016/全网通.php?id=浙江卫视
江苏卫视,http://qwt.zhibotv.top:2016/全网通.php?id=江苏卫视
广东卫视,http://qwt.zhibotv.top:2016/全网通.php?id=广东卫视
东方卫视,http://qwt.zhibotv.top:2016/全网通.php?id=东方卫视
东南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=东南卫视
辽宁卫视,http://qwt.zhibotv.top:2016/全网通.php?id=辽宁卫视
深圳卫视,http://qwt.zhibotv.top:2016/全网通.php?id=深圳卫视
天津卫视,http://qwt.zhibotv.top:2016/全网通.php?id=天津卫视
安徽卫视,http://qwt.zhibotv.top:2016/全网通.php?id=安徽卫视
河北卫视,http://qwt.zhibotv.top:2016/全网通.php?id=河北卫视
重庆卫视,http://qwt.zhibotv.top:2016/全网通.php?id=重庆卫视
吉林卫视,http://qwt.zhibotv.top:2016/全网通.php?id=吉林卫视
黑龙江卫视,http://qwt.zhibotv.top:2016/全网通.php?id=黑龙江卫视
山东卫视,http://qwt.zhibotv.top:2016/全网通.php?id=山东卫视
海南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=海南卫视
贵州卫视,http://qwt.zhibotv.top:2016/全网通.php?id=贵州卫视
湖北卫视,http://qwt.zhibotv.top:2016/全网通.php?id=湖北卫视
河南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=河南卫视
广西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=广西卫视
江西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=江西卫视
陕西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=陕西卫视
宁夏卫视,http://qwt.zhibotv.top:2016/全网通.php?id=宁夏卫视
内蒙古卫视,http://qwt.zhibotv.top:2016/全网通.php?id=内蒙古卫视
西藏卫视,http://qwt.zhibotv.top:2016/全网通.php?id=西藏卫视
四川卫视,http://qwt.zhibotv.top:2016/全网通.php?id=四川卫视
山西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=山西卫视
甘肃卫视,http://qwt.zhibotv.top:2016/全网通.php?id=甘肃卫视
新疆卫视,http://qwt.zhibotv.top:2016/全网通.php?id=新疆卫视
青海卫视,http://qwt.zhibotv.top:2016/全网通.php?id=青海卫视

江苏卫视,http://ygbh.site/php/bfgd.php?id=085
天津卫视,http://ygbh.site/php/bfgd.php?id=084
湖南卫视,http://ygbh.site/php/bfgd.php?id=086
北京卫视,http://ygbh.site/php/bfgd.php?id=083
黑龙江卫视,http://ygbh.site/php/bfgd.php?id=095
广东卫视,http://ygbh.site/php/bfgd.php?id=092
东方卫视,http://ygbh.site/php/bfgd.php?id=093
浙江卫视,http://ygbh.site/php/bfgd.php?id=094
浙江卫视,http://ygbh.site/php/bfgd.php?id=094
吉林卫视,http://ygbh.site/php/bfgd.php?id=097
安徽卫视,http://ygbh.site/php/bfgd.php?id=096
江西卫视,http://ygbh.site/php/bfgd.php?id=098
山东卫视,http://ygbh.site/php/bfgd.php?id=099
贵州卫视,http://ygbh.site/php/bfgd.php?id=101
深圳卫视,http://ygbh.site/php/bfgd.php?id=100
湖北卫视,http://ygbh.site/php/bfgd.php?id=102
四川卫视,http://ygbh.site/php/bfgd.php?id=103
陕西卫视,http://ygbh.site/php/bfgd.php?id=512
河南卫视,http://ygbh.site/php/bfgd.php?id=339
海南卫视,http://ygbh.site/php/bfgd.php?id=473
云南卫视,http://ygbh.site/php/bfgd.php?id=482
东南卫视,http://ygbh.site/php/bfgd.php?id=483
河南卫视,http://ygbh.site/php/bfgd.php?id=104
重庆卫视,http://ygbh.site/php/bfgd.php?id=107
山西卫视,http://ygbh.site/php/bfgd.php?id=109
河北卫视,http://ygbh.site/php/bfgd.php?id=108
青海卫视,http://ygbh.site/php/bfgd.php?id=111
内蒙古卫视,http://ygbh.site/php/bfgd.php?id=110
山东卫视,http://ygbh.site/php/bfgd.php?id=112
广西卫视,http://ygbh.site/php/bfgd.php?id=116
云南卫视,http://ygbh.site/php/bfgd.php?id=115
宁夏卫视,http://ygbh.site/php/bfgd.php?id=118
陕西卫视,http://ygbh.site/php/bfgd.php?id=114
延边卫视,http://ygbh.site/php/bfgd.php?id=117
甘肃卫视,http://ygbh.site/php/bfgd.php?id=119
西藏卫视,http://ygbh.site/php/bfgd.php?id=121
农林卫视,http://ygbh.site/php/bfgd.php?id=122
兵团卫视,http://ygbh.site/php/bfgd.php?id=124
辽宁卫视,http://ygbh.site/php/bfgd.php?id=058

江西卫视,http://goo.bkpcp.top/mg/jxws
江苏卫视,http://goo.bkpcp.top/mg/jsws
东方卫视,http://goo.bkpcp.top/mg/dfws 
河南卫视,http://goo.bkpcp.top/mg/hnws
河北卫视,http://goo.bkpcp.top/mg/hbws
湖北卫视,http://goo.bkpcp.top/mg/hubws
湖南卫视,http://goo.bkpcp.top/mg/hunws
浙江卫视,http://goo.bkpcp.top/mg/zjws
广西卫视,http://goo.bkpcp.top/mg/gxws

浙江卫视,https://migu.777189.xyz/?migutoken=608fa16a0d0a6674187bdc5830ab136a&id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86&pp=1
江苏卫视,https://migu.777189.xyz/?migutoken=cab4af1b36160bafd2b3762d75c119ae&id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86&pp=1
东方卫视,https://migu.777189.xyz/?migutoken=8315e15d06f0567624e7c53dbec92465&id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%86&pp=1
北京卫视,https://migu.777189.xyz/?migutoken=50cdc4074acd71b06018a5ef053b2ca4&id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86&pp=1
广东卫视,https://migu.777189.xyz/?migutoken=b173288c93754bf471386062d05c89b4&id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86&pp=1
东南卫视,https://migu.777189.xyz/?migutoken=a7d9abaf44468041661e04c39213b608&id=%E4%B8%9C%E5%8D%97%E5%8D%AB%E8%A7%86&pp=1
湖北卫视,https://migu.777189.xyz/?migutoken=b58126f97f1b3b6974008c3e32f386ec&id=%E6%B9%96%E5%8C%97%E5%8D%AB%E8%A7%86&pp=1
江西卫视,https://migu.777189.xyz/?migutoken=9938bfb7d941999618d36f4d4c127a31&id=%E6%B1%9F%E8%A5%BF%E5%8D%AB%E8%A7%86&pp=1
陕西卫视,https://migu.777189.xyz/?migutoken=b84d85c56b5f65a47f9820c89d9ac6c8&id=%E9%99%95%E8%A5%BF%E5%8D%AB%E8%A7%86&pp=1
内蒙古卫视,https://migu.777189.xyz/?migutoken=1b741fb4633806b5f54182766861609b&id=%E5%86%85%E8%92%99%E5%8F%A4%E5%8D%AB%E8%A7%86&pp=1
新疆卫视,https://migu.777189.xyz/?migutoken=51b7dcb3cf050e9dc10834b3c1b44cda&id=%E6%96%B0%E7%96%86%E5%8D%AB%E8%A7%86&pp=1
西藏卫视,https://migu.777189.xyz/?migutoken=9f23ec2a5829a42370249702c950d5f9&id=%E8%A5%BF%E8%97%8F%E5%8D%AB%E8%A7%86&pp=1
河南卫视,https://migu.777189.xyz/?migutoken=7614eade1581472103ab770647d5d6bc&id=%E6%B2%B3%E5%8D%97%E5%8D%AB%E8%A7%86&type=yy
青海卫视,https://migu.777189.xyz/?migutoken=8b955fdc7b4e5f9c4afef72f1b2025ea&id=%E9%9D%92%E6%B5%B7%E5%8D%AB%E8%A7%86&type=yy
海南卫视,https://migu.777189.xyz/?migutoken=4b95737105e18ea890b72240f921015a&id=%E6%B5%B7%E5%8D%97%E5%8D%AB%E8%A7%86&type=yy
大湾区卫视,https://migu.777189.xyz/?migutoken=891ef1bcfaec2226759ded1810c1b98b&id=%E5%A4%A7%E6%B9%BE%E5%8C%BA%E5%8D%AB%E8%A7%86&type=yy


北京卫视,http://183.164.63.167:5000/rtp/238.1.78.162:7168
天津卫视,http://183.164.63.167:5000/rtp/238.1.78.20:6088
重庆卫视,http://183.164.63.167:5000/rtp/238.1.78.31:6176
东方卫视,http://183.164.63.167:5000/rtp/238.1.78.163:7176
安徽卫视,http://183.164.63.167:5000/rtp/238.1.78.150:7072
江苏卫视,http://183.164.63.167:5000/rtp/238.1.78.165:7192
浙江卫视,http://183.164.63.167:5000/rtp/238.1.78.164:7184
黑龙江卫视,http://183.164.63.167:5000/rtp/238.1.78.159:7144
吉林卫视,http://183.164.63.167:5000/rtp/238.1.79.48:4496
辽宁卫视,http://183.164.63.167:5000/rtp/238.1.78.21:6096
东南卫视,http://183.164.63.167:5000/rtp/238.1.78.22:6104
四川卫视,http://183.164.63.167:5000/rtp/238.1.78.30:6168
江西卫视,http://183.164.63.167:5000/rtp/238.1.78.26:6136
广东卫视,http://183.164.63.167:5000/rtp/238.1.78.161:7160
海南卫视,http://183.164.63.167:5000/rtp/238.1.79.49:4504
湖北卫视,http://183.164.63.167:5000/rtp/238.1.78.168:7216
湖南卫视,http://183.164.63.167:5000/rtp/238.1.78.160:7152
贵州卫视,http://183.164.63.167:5000/rtp/238.1.78.244:7824
河北卫视,http://183.164.63.167:5000/rtp/238.1.78.245:7832
河南卫视,http://183.164.63.167:5000/rtp/238.1.79.65:4632
山东卫视,http://183.164.63.167:5000/rtp/238.1.78.169:7224
甘肃卫视,http://183.164.63.167:5000/rtp/238.1.79.36:4400
陕西卫视,http://183.164.63.167:5000/rtp/238.1.78.88:6576
云南卫视,http://183.164.63.167:5000/rtp/238.1.78.89:6584
山西卫视,http://183.164.63.167:5000/rtp/238.1.78.95:6632
青海卫视,http://183.164.63.167:5000/rtp/238.1.78.102:6688
广西卫视,http://183.164.63.167:5000/rtp/238.1.78.70:6432
内蒙古卫视,http://183.164.63.167:5000/rtp/238.1.78.103:6696
宁夏卫视,http://183.164.63.167:5000/rtp/238.1.78.109:6744
新疆卫视,http://183.164.63.167:5000/rtp/238.1.78.110:6752
西藏卫视,http://183.164.63.167:5000/rtp/238.1.78.101:6680
深圳卫视,http://183.164.63.167:5000/rtp/238.1.78.156:7120
兵团卫视,http://183.164.63.167:5000/rtp/238.1.78.104:6704
三沙卫视,http://183.164.63.167:5000/rtp/238.1.78.27:6144
厦门卫视,http://183.164.63.167:5000/rtp/238.1.78.246:7840

三沙卫视,http://117.8.143.179:8834/udp/225.1.2.181:5002
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws
三沙卫视http://125.46.134.162:9999/rtp/225.1.4.234:1280
东方卫视,http://117.8.143.179:8834/udp/225.1.2.31:5002
云南卫视,http://117.8.143.179:8834/udp/225.1.1.61:5002
保定卫视,http://117.8.143.179:8834/udp/225.1.1.83:5002
兵团卫视,http://117.8.143.179:8834/udp/225.1.1.57:5002
内蒙古卫视,http://117.8.143.179:8834/udp/225.1.1.32:5002
北京卫视,http://117.8.143.179:8834/udp/225.1.1.113:5002
吉林卫视,http://117.8.143.179:8834/udp/225.1.2.26:5002
四川卫视,http://117.8.143.179:8834/udp/225.1.1.123:5002
宁夏卫视,http://117.8.143.179:8834/udp/225.1.1.56:5002
安徽卫视,http://117.8.143.179:8834/udp/225.1.1.127:5002
山东卫视,http://117.8.143.179:8834/udp/225.1.2.118:5002
山西卫视,http://117.8.143.179:8834/udp/225.1.1.50:5002
广东卫视,http://117.8.143.179:8834/udp/225.1.1.116:5002
广西卫视,http://117.8.143.179:8834/udp/225.1.2.81:5002
新疆卫视,http://117.8.143.179:8834/udp/225.1.1.35:5002
江苏卫视,http://117.8.143.179:8834/udp/225.1.1.126:5002
江西卫视,http://117.8.143.179:8834/udp/225.1.2.29:5002
河东卫视,http://117.8.143.179:8834/udp/225.1.2.2:5002
河北卫视,http://117.8.143.179:8834/udp/225.1.2.27:5002
河西卫视,http://117.8.143.179:8834/udp/225.1.2.4:5002
浙江卫视,http://117.8.143.179:8834/udp/225.1.1.112:5002
海南卫视,http://117.8.143.179:8834/udp/225.1.2.82:5002
海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws
深圳卫视,http://117.8.143.179:8834/udp/225.1.1.117:5002
湖北卫视,http://117.8.143.179:8834/udp/225.1.1.147:5002
湖南卫视,http://117.8.143.179:8834/udp/225.1.1.114:5002
甘肃卫视,http://117.8.143.179:8834/udp/225.1.1.30:5002
蓟州卫视,http://117.8.143.179:8834/udp/225.1.1.82:5002
西藏卫视,http://117.8.143.179:8834/udp/225.1.1.51:5002
贵州卫视,http://117.8.143.179:8834/udp/225.1.2.28:5002
辽宁卫视,http://117.8.143.179:8834/udp/225.1.1.154:5002
重庆卫视,http://117.8.143.179:8834/udp/225.1.1.155:5002
陕西卫视,http://117.8.143.179:8834/udp/225.1.1.41:5002
青海卫视,http://117.8.143.179:8834/udp/225.1.1.54:5002
静海卫视,http://117.8.143.179:8834/udp/225.1.1.110:5002
黑龙江卫视,http://117.8.143.179:8834/udp/225.1.1.115:5002


历年春晚,#genre#	
春晚1983,https://vd2.bdstatic.com/mda-nmgf0aiczefpbjyv/360p/h264/1671273368681637465/mda-nmgf0aiczefpbjyv.mp4	
春晚1984,http://txmov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
春晚1985,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
春晚1986,https://txmov2.a.kwimgs.com/bs3/video-hls/5231493982164619599_hlshd15.m3u8
春晚1987,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
春晚1988,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
春晚1989,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
春晚1991,https://txmov2.a.kwimgs.com/bs3/video-hls/5210664837540712798_hlshd15.m3u8
春晚1992,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
春晚1993,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8
春晚1994,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hlshd15.m3u8
春晚1995,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hlshd15.m3u8
春晚1998,https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hlshd15.m3u8
春晚1999,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8
春晚2009,https://txmov2.a.kwimgs.com/bs3/video-hls/5210946337266019890_hlshd15.m3u8
春晚2019,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8
春晚2020,https://txmov2.a.kwimgs.com/bs3/video-hls/5248101009010430183_hlshd15.m3u8
春晚2020,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
春晚2021,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
春晚2022,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
春晚2023,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8 
春晚2024,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8 
春晚2024,https://ikcdn01.ikzybf.com/20240205/QBNgom4j/2000kb/hls/index.m3u8	
春晚2025,https://res.cctvnews.cctv.com/video/3005/record/cctv/merge1/133396667284143308839013005/8fbd6180bdef4da19f6155cf6b4652e1-4.m3u8




🇨🇳其它频道,#genre#
凤凰中文台,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰中文台
凤凰资讯台,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰资讯台
凤凰香港台,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰香港台
翡翠台,http://qwt.zhibotv.top:2016/全网通.php?id=翡翠台
无线新闻台,http://qwt.zhibotv.top:2016/全网通.php?id=无线新闻台
中天新闻,http://qwt.zhibotv.top:2016/全网通.php?id=中天新闻
寰宇新闻,http://qwt.zhibotv.top:2016/全网通.php?id=寰宇新闻
凤凰中文,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰中文台
凤凰资讯,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰资讯台
凤凰香港,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰香港台
中天CTI+,https://ali.hlspull.yximgs.com/live/167ztxw2.flv
中天亚洲,https://ali.hlspull.yximgs.com/live/167ztyz.flv
中天亚洲,http://ali.hlspull.yximgs.com/live/awei_ztyz.flv
中天综合,http://ali.hlspull.yximgs.com/live/awei_ztzh.flv
中天娱乐,https://ali.hlspull.yximgs.com/live/167ztyl.flv
民视第一,http://ali.hlspull.yximgs.com/live/awei_msdy.flv
民视台湾,http://ali.hlspull.yximgs.com/live/awei_mstw.flv
东森超视,http://ali.hlspull.yximgs.com/live/awei_dscs.flv
东森综合,http://ali.hlspull.yximgs.com/live/awei_dszh.flv
八大第一,http://ali.hlspull.yximgs.com/live/awei_bddy.flv
八大综合,http://ali.hlspull.yximgs.com/live/awei_bdzh.flv
爱尔达娱乐,http://ali.hlspull.yximgs.com/live/awei_aedyl.flv
tvbplus,http://ali.hlspull.yximgs.com/live/awei_j2.flv
翡翠台,http://qwt.zhibotv.top:2016/全网通.php?id=翡翠台
翡翠台,http://ali.hlspull.yximgs.com/live/awei_jade.flv
无线新闻,http://ali.hlspull.yximgs.com/live/awei_wxxw.flv
星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
星空国际,http://iot-mqqt.111yao.cn:8080/live/diyp_starmovies.m3u8
HOY77,http://ali.hlspull.yximgs.com/live/awei_hoy77.flv
HOY78,http://ali.hlspull.yximgs.com/live/awei_hoy78.flv
美亚电影,http://ali.hlspull.yximgs.com/live/awei_mydy.flv
凤凰电影,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv

北京卡酷少儿,http://ygbh.site/php/bfgd.php?id=106
重温经典,http://ygbh.site/php/bfgd.php?id=636
金鹰卡通,http://ygbh.site/php/bfgd.php?id=105
北京纪实科教,http://ygbh.site/php/bfgd.php?id=113
家庭影院,http://ygbh.site/php/bfgd.php?id=289
家庭剧场,http://ygbh.site/php/bfgd.php?id=290
外国影院,http://ygbh.site/php/bfgd.php?id=291
综艺,http://ygbh.site/php/bfgd.php?id=292
午夜影院,http://ygbh.site/php/bfgd.php?id=294
纪录片,http://ygbh.site/php/bfgd.php?id=295
游戏竞技,http://ygbh.site/php/bfgd.php?id=296
儿童动漫,http://ygbh.site/php/bfgd.php?id=293
3D影院,http://ygbh.site/php/bfgd.php?id=298
绘画,http://ygbh.site/php/bfgd.php?id=297
家庭理财,http://ygbh.site/php/bfgd.php?id=139
天元围棋,http://ygbh.site/php/bfgd.php?id=633
辽宁都市,http://ygbh.site/php/bfgd.php?id=610
辽宁北方,http://ygbh.site/php/bfgd.php?id=071
辽宁生活,http://ygbh.site/php/bfgd.php?id=073
辽宁体育,http://ygbh.site/php/bfgd.php?id=611
辽宁影视剧,http://ygbh.site/php/bfgd.php?id=070
辽宁教育青少,http://ygbh.site/php/bfgd.php?id=075
辽宁经济,http://ygbh.site/php/bfgd.php?id=076
辽宁公共,http://ygbh.site/php/bfgd.php?id=077
辽宁公共,http://ygbh.site/php/bfgd.php?id=481
辽宁经济,http://ygbh.site/php/bfgd.php?id=480
北方导视,http://ygbh.site/php/bfgd.php?id=187
辽宁新动漫,http://ygbh.site/php/bfgd.php?id=140
社区老年教育课堂,http://ygbh.site/php/bfgd.php?id=615
沈阳新闻综合,http://ygbh.site/php/bfgd.php?id=059
抚顺综合,http://ygbh.site/php/bfgd.php?id=275
鞍山新闻综合,http://ygbh.site/php/bfgd.php?id=274
大连新闻综合,http://ygbh.site/php/bfgd.php?id=273
丹东新闻综合,http://ygbh.site/php/bfgd.php?id=276
锦州新闻综合,http://ygbh.site/php/bfgd.php?id=277
阜新综合,http://ygbh.site/php/bfgd.php?id=279
辽阳新闻综合,http://ygbh.site/php/bfgd.php?id=280
营口新闻综合,http://ygbh.site/php/bfgd.php?id=278
盘锦新闻综合,http://ygbh.site/php/bfgd.php?id=283
铁岭新闻综合,http://ygbh.site/php/bfgd.php?id=281
朝阳新闻综合,http://ygbh.site/php/bfgd.php?id=282
本溪综合,http://ygbh.site/php/bfgd.php?id=312
连山区综合,http://ygbh.site/php/bfgd.php?id=491
龙港区综合,http://ygbh.site/php/bfgd.php?id=490
葫芦岛新闻综合,http://ygbh.site/php/bfgd.php?id=284

CGTN,http://183.164.63.167:5000/rtp/238.1.78.50:6272
CCTV电视指南,http://183.164.63.167:5000/rtp/238.1.79.53:4560
CCTV央视文化精品,http://183.164.63.167:5000/rtp/238.1.79.54:4568
CCTV女性时尚,http://183.164.63.167:5000/rtp/238.1.79.55:4576
CCTV兵器科技,http://183.164.63.167:5000/rtp/238.1.79.56:4584
CCTV风云足球,http://183.164.63.167:5000/rtp/238.1.79.57:4592
CCTV世界地理,http://183.164.63.167:5000/rtp/238.1.79.60:4616
CCTV怀旧剧场,http://183.164.63.167:5000/rtp/238.1.79.61:4624
CCTV风云剧场,http://183.164.63.167:5000/rtp/238.1.79.62:4632
CCTV第一剧场,http://183.164.63.167:5000/rtp/238.1.79.63:4640
CCTV风云音乐,http://183.164.63.167:5000/rtp/238.1.79.64:4648
CCTV高尔夫网球,http://183.164.63.167:5000/rtp/238.1.79.58:4600
CCTV央视台球,http://183.164.63.167:5000/rtp/238.1.79.59:4608
中国教育CETV-1,http://183.164.63.167:5000/rtp/238.1.78.158:7136
中国教育CETV-2,http://183.164.63.167:5000/rtp/238.1.78.106:6720
空中课堂CETV-4,http://183.164.63.167:5000/rtp/238.1.78.107:6728
安徽卫视,http://183.164.63.167:5000/rtp/238.1.79.27:4328
安徽经济生活,http://183.164.63.167:5000/rtp/238.1.79.44:4464
安徽影视频道,http://183.164.63.167:5000/rtp/238.1.79.42:4448
安徽公共频道,http://183.164.63.167:5000/rtp/238.1.79.43:4456
安徽综艺体育,http://183.164.63.167:5000/rtp/238.1.79.41:4440
安徽农业科教,http://183.164.63.167:5000/rtp/238.1.79.40:4432
安徽人物频道,http://183.164.63.167:5000/rtp/238.1.79.45:4472
安徽国际频道,http://183.164.63.167:5000/rtp/238.1.78.61:6360
安徽导视频道,http://183.164.63.167:5000/rtp/238.1.79.66:4664
海豚生活,http://183.164.63.167:5000/rtp/238.1.79.50:4512
海豚少儿,http://183.164.63.167:5000/rtp/238.1.79.32:4368
海豚健康,http://183.164.63.167:5000/rtp/238.1.79.33:4376
海豚影视,http://183.164.63.167:5000/rtp/238.1.79.34:4384
家家购物,http://183.164.63.167:5000/rtp/238.1.78.32:6184
陶瓷,http://183.164.63.167:5000/rtp/238.1.78.157:7128
全纪实,http://183.164.63.167:5000/rtp/238.1.78.151:7080
纪实人文,http://183.164.63.167:5000/rtp/238.1.78.153:7096
动漫秀场,http://183.164.63.167:5000/rtp/238.1.78.154:7104
金鹰纪实,http://183.164.63.167:5000/rtp/238.1.79.9:4184
茶频道,http://183.164.63.167:5000/rtp/238.1.79.30:4352
快乐垂钓,http://183.164.63.167:5000/rtp/238.1.79.31:4360
生活时尚,http://183.164.63.167:5000/rtp/238.1.78.155:7112
体育赛事,http://183.164.63.167:5000/rtp/238.1.78.33:6192
中甲联赛,http://183.164.63.167:5000/rtp/238.1.79.39:4424
卡酷少儿,http://183.164.63.167:5000/rtp/238.1.78.97:6648
哈哈炫动,http://183.164.63.167:5000/rtp/238.1.78.82:6528
金鹰卡通,http://183.164.63.167:5000/rtp/238.1.78.100:6672
